Date/Time,Electricity:Facility [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Total:Electricity(kW)
 03/08  19:00:00,1.736517797,0.191101951,0.191101951,0.191101951,0.444319183,0.096805829,0.397476839,0.559701994,3.808127495
 03/08  20:00:00,1.927883256,0.202090962,0.202090962,0.202090962,0.663982526,0.144664875,0.322310374,0.577722519,4.242836436
 03/08  21:00:00,1.979476622,0.209353945,0.209353945,0.209353945,0.713906009,0.15554193,0.285978888,0.59758385,4.360549134
 03/08  22:00:00,1.819078797,0.21901733,0.21901733,0.21901733,0.599081964,0.130524696,0.26971033,0.583632476,4.059080253
 03/08  23:00:00,1.515735958,0.228416468,0.228416468,0.228416468,0.449311515,0.097893531,0.21794333,0.505059113,3.471192851
 03/08  24:00:00,1.225838899,0.239017034,0.239017034,0.239017034,0.314518061,0.068525472,0.147779361,0.438886971,2.912599866
 03/09  01:00:00,0.923743403,0.250763849,0.250763849,0.250763849,0.159755196,0.034806587,0.098279396,0.363026376,2.331902505
 03/09  02:00:00,0.810796709,0.260042957,0.260042957,0.260042957,0.094854635,0.020666408,0.083869043,0.334251667,2.124567333
 03/09  03:00:00,0.767743351,0.269630272,0.269630272,0.269630272,0.064900553,0.014140175,0.071584066,0.330376285,2.057635246
 03/09  04:00:00,0.756000225,0.270009565,0.270009565,0.270009565,0.064900553,0.014140175,0.064112105,0.325725827,2.03490758
 03/09  05:00:00,0.758914043,0.275387667,0.275387667,0.275387667,0.064900553,0.014140175,0.073952157,0.313421491,2.05149142
 03/09  06:00:00,0.82298492,0.284730688,0.284730688,0.284730688,0.069892901,0.015227882,0.086268255,0.349753194,2.198319216
 03/09  07:00:00,0.995273949,0.301847468,0.301847468,0.301847468,0.109831713,0.023929532,0.138447814,0.404105421,2.577130833
 03/09  08:00:00,1.216675207,0.303878159,0.303878159,0.303878159,0.194701684,0.042420536,0.214170541,0.429392286,3.008994731
 03/09  09:00:00,1.131889065,0.288050747,0.288050747,0.288050747,0.154762864,0.033718885,0.275218193,0.363026376,2.822767624
 03/09  10:00:00,1.042368566,0.282574295,0.282574295,0.282574295,0.079877598,0.017403293,0.336436578,0.308964802,2.632773722
 03/09  11:00:00,1.088802531,0.324777428,0.324777428,0.324777428,0.064900553,0.014140175,0.351641232,0.316231142,2.810047917
 03/09  12:00:00,1.054404633,0.275068357,0.275068357,0.275068357,0.064900553,0.014140175,0.366855521,0.316328027,2.64183398
 03/09  13:00:00,1.019702713,0.255353311,0.255353311,0.255353311,0.064900553,0.014140175,0.357197296,0.310999377,2.533000047
 03/09  14:00:00,0.96638007,0.223730721,0.223730721,0.223730721,0.064900553,0.014140175,0.324743059,0.321753561,2.363109581
 03/09  15:00:00,0.950239467,0.214552061,0.214552061,0.214552061,0.064900553,0.014140175,0.299663708,0.33987097,2.312471056
 03/09  16:00:00,0.980349937,0.205058705,0.205058705,0.205058705,0.07488525,0.016315588,0.308214938,0.358763456,2.353705284
 03/09  17:00:00,1.137949547,0.201973481,0.201973481,0.201973481,0.114824045,0.025017234,0.354668497,0.42435429,2.662734056
 03/09  18:00:00,1.490813298,0.23953072,0.23953072,0.23953072,0.229648089,0.050034467,0.438965379,0.515522643,3.443576036
 03/09  19:00:00,1.753272907,0.207857061,0.207857061,0.207857061,0.444319183,0.096805829,0.397476839,0.559701994,3.875147935
 03/09  20:00:00,1.931243347,0.205451053,0.205451053,0.205451053,0.663982526,0.144664875,0.322310374,0.577722519,4.2562768
 03/09  21:00:00,1.982505097,0.212382421,0.212382421,0.212382421,0.713906009,0.15554193,0.285978888,0.59758385,4.372663037
 03/09  22:00:00,1.821033544,0.220972078,0.220972078,0.220972078,0.599081964,0.130524696,0.26971033,0.583632476,4.066899244
 03/09  23:00:00,1.516558453,0.229238964,0.229238964,0.229238964,0.449311515,0.097893531,0.21794333,0.505059113,3.474482834
 03/09  24:00:00,1.22989628,0.243074415,0.243074415,0.243074415,0.314518061,0.068525472,0.147779361,0.438886971,2.92882939
 03/10  01:00:00,0.926222028,0.253242473,0.253242473,0.253242473,0.159755196,0.034806587,0.098279396,0.363026376,2.341817002
 03/10  02:00:00,0.816630828,0.265877076,0.265877076,0.265877076,0.094854635,0.020666408,0.083869043,0.334251667,2.147903809
 03/10  03:00:00,0.770972383,0.272859304,0.272859304,0.272859304,0.064900553,0.014140175,0.071584066,0.330376285,2.070551374
 03/10  04:00:00,0.765516893,0.279526233,0.279526233,0.279526233,0.064900553,0.014140175,0.064112105,0.325725827,2.072974252
 03/10  05:00:00,0.764751571,0.281225195,0.281225195,0.281225195,0.064900553,0.014140175,0.073952157,0.313421491,2.074841532
 03/10  06:00:00,0.821528207,0.283273974,0.283273974,0.283273974,0.069892901,0.015227882,0.086268255,0.349753194,2.192492361
 03/10  07:00:00,0.972112182,0.278685701,0.278685701,0.278685701,0.109831713,0.023929532,0.138447814,0.404105421,2.484483765
 03/10  08:00:00,1.212872711,0.300075663,0.300075663,0.300075663,0.194701684,0.042420536,0.214170541,0.429392286,2.993784747
 03/10  09:00:00,1.130062688,0.286224369,0.286224369,0.286224369,0.154762864,0.033718885,0.275218193,0.363026376,2.815462113
 03/10  10:00:00,1.045619299,0.285825028,0.285825028,0.285825028,0.079877598,0.017403293,0.336436578,0.308964802,2.645776654
 03/10  11:00:00,1.089597445,0.325572342,0.325572342,0.325572342,0.064900553,0.014140175,0.351641232,0.316231142,2.813227573
 03/10  12:00:00,1.06634065,0.287004374,0.287004374,0.287004374,0.064900553,0.014140175,0.366855521,0.316328027,2.689578048
 03/10  13:00:00,1.036930128,0.272580727,0.272580727,0.272580727,0.064900553,0.014140175,0.357197296,0.310999377,2.60190971
 03/10  14:00:00,0.999177477,0.256528128,0.256528128,0.256528128,0.064900553,0.014140175,0.324743059,0.321753561,2.494299209
 03/10  15:00:00,0.991169286,0.25548188,0.25548188,0.25548188,0.064900553,0.014140175,0.299663708,0.33987097,2.476190332
 03/10  16:00:00,1.007294601,0.232003369,0.232003369,0.232003369,0.07488525,0.016315588,0.308214938,0.358763456,2.46148394
 03/10  17:00:00,1.156933448,0.220957383,0.220957383,0.220957383,0.114824045,0.025017234,0.354668497,0.42435429,2.738669663
 03/10  18:00:00,1.466180337,0.214897758,0.214897758,0.214897758,0.229648089,0.050034467,0.438965379,0.515522643,3.345044189
 03/10  19:00:00,1.761774304,0.216358458,0.216358458,0.216358458,0.444319183,0.096805829,0.397476839,0.559701994,3.909153523
 03/10  20:00:00,1.93788771,0.212095416,0.212095416,0.212095416,0.663982526,0.144664875,0.322310374,0.577722519,4.282854252
 03/10  21:00:00,1.984643293,0.214520616,0.214520616,0.214520616,0.713906009,0.15554193,0.285978888,0.59758385,4.381215818
 03/10  22:00:00,1.819422351,0.219360885,0.219360885,0.219360885,0.599081964,0.130524696,0.26971033,0.583632476,4.060454472
 03/10  23:00:00,1.514577765,0.227258276,0.227258276,0.227258276,0.449311515,0.097893531,0.21794333,0.505059113,3.466560082
 03/10  24:00:00,1.219831481,0.233009617,0.233009617,0.233009617,0.314518061,0.068525472,0.147779361,0.438886971,2.888570197
 03/11  01:00:00,0.925429563,0.245876325,0.245876325,0.245876325,0.159755196,0.034806587,0.104853079,0.363026376,2.325499776
 03/11  02:00:00,0.798077885,0.243377108,0.243377108,0.243377108,0.094854635,0.020666408,0.087816067,0.334251667,2.065797986
 03/11  03:00:00,0.752416879,0.251692561,0.251692561,0.251692561,0.064900553,0.014140175,0.074195304,0.330376285,1.991106879
 03/11  04:00:00,0.73864134,0.251285276,0.251285276,0.251285276,0.064900553,0.014140175,0.065477509,0.325725827,1.962741232
 03/11  05:00:00,0.738583226,0.252385695,0.252385695,0.252385695,0.064900553,0.014140175,0.076623313,0.313421491,1.964825843
 03/11  06:00:00,0.795284504,0.252933579,0.252933579,0.252933579,0.069892901,0.015227882,0.090364948,0.349753194,2.079324166
 03/11  07:00:00,0.95233591,0.248283917,0.248283917,0.248283917,0.109831713,0.023929532,0.149073327,0.404105421,2.384127654
 03/11  08:00:00,1.198028427,0.264070017,0.264070017,0.264070017,0.194701684,0.042420536,0.235331903,0.429392286,2.892084887
 03/11  09:00:00,1.128044822,0.251769203,0.251769203,0.251769203,0.154762864,0.033718885,0.307655494,0.363026376,2.74251605
 03/11  10:00:00,1.035697245,0.230871915,0.230871915,0.230871915,0.079877598,0.017403293,0.381467636,0.308964802,2.516026319
 03/11  11:00:00,1.061013722,0.24607239,0.24607239,0.24607239,0.064900553,0.014140175,0.402557461,0.316231142,2.597060223
 03/11  12:00:00,1.026747113,0.194922078,0.194922078,0.194922078,0.064900553,0.014140175,0.41934428,0.316328027,2.426226382
 03/11  13:00:00,0.97777934,0.165619432,0.165619432,0.165619432,0.064900553,0.014140175,0.405007803,0.310999377,2.269685544
 03/11  14:00:00,0.929101267,0.142863886,0.142863886,0.142863886,0.064900553,0.014140175,0.368331092,0.321753561,2.126818306
 03/11  15:00:00,0.909046039,0.134233061,0.134233061,0.134233061,0.064900553,0.014140175,0.33878928,0.33987097,2.0694462
 03/11  16:00:00,0.944098026,0.131747821,0.131747821,0.131747821,0.07488525,0.016315588,0.345273911,0.358763456,2.134579694
 03/11  17:00:00,1.112952755,0.141058771,0.141058771,0.141058771,0.114824045,0.025017234,0.390586416,0.42435429,2.490911053
 03/11  18:00:00,1.469155961,0.182521452,0.182521452,0.182521452,0.229648089,0.050034467,0.474317309,0.515522643,3.286242825
 03/11  19:00:00,1.741383826,0.161657664,0.161657664,0.161657664,0.444319183,0.096805829,0.431787155,0.559701994,3.758970979
 03/11  20:00:00,1.924847592,0.164810544,0.164810544,0.164810544,0.663982526,0.144664875,0.356555129,0.577722519,4.162204273
 03/11  21:00:00,1.984910864,0.179932817,0.179932817,0.179932817,0.713906009,0.15554193,0.320834258,0.59758385,4.312575362
 03/11  22:00:00,1.829428911,0.193760587,0.193760587,0.193760587,0.599081964,0.130524696,0.305317187,0.583632476,4.029266995
 03/11  23:00:00,1.526510706,0.210898005,0.210898005,0.210898005,0.449311515,0.097893531,0.246236542,0.505059113,3.457705422
 03/11  24:00:00,1.233276226,0.230919516,0.230919516,0.230919516,0.314518061,0.068525472,0.163314206,0.438886971,2.911279484
 03/12  01:00:00,0.929241887,0.24968865,0.24968865,0.24968865,0.159755196,0.034806587,0.104853079,0.363026376,2.340749075
 03/12  02:00:00,0.82247563,0.267774854,0.267774854,0.267774854,0.094854635,0.020666408,0.087816067,0.334251667,2.163388969
 03/12  03:00:00,0.779412498,0.27868818,0.27868818,0.27868818,0.064900553,0.014140175,0.074195304,0.330376285,2.099089355
 03/12  04:00:00,0.785828092,0.298472028,0.298472028,0.298472028,0.064900553,0.014140175,0.065477509,0.325725827,2.15148824
 03/12  05:00:00,0.804827885,0.318630353,0.318630353,0.318630353,0.064900553,0.014140175,0.076623313,0.313421491,2.229804476
 03/12  06:00:00,0.856519575,0.314168649,0.314168649,0.314168649,0.069892901,0.015227882,0.090364948,0.349753194,2.324264447
 03/12  07:00:00,1.015591249,0.311539256,0.311539256,0.311539256,0.109831713,0.023929532,0.149073327,0.404105421,2.63714901
 03/12  08:00:00,1.236157592,0.302199182,0.302199182,0.302199182,0.194701684,0.042420536,0.235331903,0.429392286,3.044601547
 03/12  09:00:00,1.17393051,0.297654891,0.297654891,0.297654891,0.154762864,0.033718885,0.307655494,0.363026376,2.926058802
 03/12  10:00:00,1.090938181,0.286112851,0.286112851,0.286112851,0.079877598,0.017403293,0.381467636,0.308964802,2.736990063
 03/12  11:00:00,1.114344574,0.299403242,0.299403242,0.299403242,0.064900553,0.014140175,0.402557461,0.316231142,2.810383631
 03/12  12:00:00,1.089159163,0.257334128,0.257334128,0.257334128,0.064900553,0.014140175,0.41934428,0.316328027,2.675874582
 03/12  13:00:00,1.04216703,0.230007122,0.230007122,0.230007122,0.064900553,0.014140175,0.405007803,0.310999377,2.527236304
 03/12  14:00:00,1.013828279,0.227590897,0.227590897,0.227590897,0.064900553,0.014140175,0.368331092,0.321753561,2.465726351
 03/12  15:00:00,1.001243408,0.226430429,0.226430429,0.226430429,0.064900553,0.014140175,0.33878928,0.33987097,2.438235673
 03/12  16:00:00,1.036145363,0.223795158,0.223795158,0.223795158,0.07488525,0.016315588,0.345273911,0.358763456,2.502769042
 03/12  17:00:00,1.191118171,0.219224186,0.219224186,0.219224186,0.114824045,0.025017234,0.390586416,0.42435429,2.803572714
 03/12  18:00:00,1.542418957,0.255784448,0.255784448,0.255784448,0.229648089,0.050034467,0.474317309,0.515522643,3.579294809
 03/12  19:00:00,1.79919241,0.219466249,0.219466249,0.219466249,0.444319183,0.096805829,0.431787155,0.559701994,3.990205318
 03/12  20:00:00,1.968616097,0.208579049,0.208579049,0.208579049,0.663982526,0.144664875,0.356555129,0.577722519,4.337278293
 03/12  21:00:00,2.012229615,0.207251568,0.207251568,0.207251568,0.713906009,0.15554193,0.320834258,0.59758385,4.421850366
 03/12  22:00:00,1.847779917,0.212111593,0.212111593,0.212111593,0.599081964,0.130524696,0.305317187,0.583632476,4.102671019
 03/12  23:00:00,1.534775664,0.219162963,0.219162963,0.219162963,0.449311515,0.097893531,0.246236542,0.505059113,3.490765254
 03/12  24:00:00,1.237622524,0.235265814,0.235265814,0.235265814,0.314518061,0.068525472,0.163314206,0.438886971,2.928664676
 03/13  01:00:00,0.922466735,0.24948718,0.24948718,0.24948718,0.159755196,0.034806587,0.098279396,0.363026376,2.32679583
 03/13  02:00:00,0.80757149,0.256817738,0.256817738,0.256817738,0.094854635,0.020666408,0.083869043,0.334251667,2.111666457
 03/13  03:00:00,0.758353403,0.260240324,0.260240324,0.260240324,0.064900553,0.014140175,0.071584066,0.330376285,2.020075454
 03/13  04:00:00,0.749736658,0.263745998,0.263745998,0.263745998,0.064900553,0.014140175,0.064112105,0.325725827,2.009853312
 03/13  05:00:00,0.747288637,0.263762261,0.263762261,0.263762261,0.064900553,0.014140175,0.073952157,0.313421491,2.004989796
 03/13  06:00:00,0.800550627,0.262296394,0.262296394,0.262296394,0.069892901,0.015227882,0.086268255,0.349753194,2.108582041
 03/13  07:00:00,0.953746408,0.260319927,0.260319927,0.260319927,0.109831713,0.023929532,0.138447814,0.404105421,2.411020669
 03/13  08:00:00,1.190560733,0.277763685,0.277763685,0.277763685,0.194701684,0.042420536,0.214170541,0.429392286,2.904536835
 03/13  09:00:00,1.104499677,0.260661358,0.260661358,0.260661358,0.154762864,0.033718885,0.275218193,0.363026376,2.713210069
 03/13  10:00:00,1.020104631,0.26031036,0.26031036,0.26031036,0.079877598,0.017403293,0.336436578,0.308964802,2.543717982
 03/13  11:00:00,1.058500451,0.294475349,0.294475349,0.294475349,0.064900553,0.014140175,0.351641232,0.316231142,2.6888396
 03/13  12:00:00,1.031049521,0.251713246,0.251713246,0.251713246,0.064900553,0.014140175,0.366855521,0.316328027,2.548413535
 03/13  13:00:00,1.003368823,0.239019421,0.239019421,0.239019421,0.064900553,0.014140175,0.357197296,0.310999377,2.467664487
 03/13  14:00:00,0.973989247,0.231339898,0.231339898,0.231339898,0.064900553,0.014140175,0.324743059,0.321753561,2.393546289
 03/13  15:00:00,0.955566589,0.219879182,0.219879182,0.219879182,0.064900553,0.014140175,0.299663708,0.33987097,2.333779541
 03/13  16:00:00,0.988598006,0.213306774,0.213306774,0.213306774,0.07488525,0.016315588,0.308214938,0.358763456,2.38669756
 03/13  17:00:00,1.144543396,0.20856733,0.20856733,0.20856733,0.114824045,0.025017234,0.354668497,0.42435429,2.689109452
 03/13  18:00:00,1.491094246,0.239811667,0.239811667,0.239811667,0.229648089,0.050034467,0.438965379,0.515522643,3.444699825
 03/13  19:00:00,1.750678766,0.20526292,0.20526292,0.20526292,0.444319183,0.096805829,0.397476839,0.559701994,3.864771371
 03/13  20:00:00,1.93279563,0.207003336,0.207003336,0.207003336,0.663982526,0.144664875,0.322310374,0.577722519,4.262485932
 03/13  21:00:00,1.989528646,0.21940597,0.21940597,0.21940597,0.713906009,0.15554193,0.285978888,0.59758385,4.400757233
 03/13  22:00:00,1.817470727,0.217409261,0.217409261,0.217409261,0.599081964,0.130524696,0.26971033,0.583632476,4.052647976
 03/13  23:00:00,1.518606039,0.231286549,0.231286549,0.231286549,0.449311515,0.097893531,0.21794333,0.505059113,3.482673175
 03/13  24:00:00,1.231295001,0.244473137,0.244473137,0.244473137,0.314518061,0.068525472,0.147779361,0.438886971,2.934424277
 03/14  01:00:00,0.927594376,0.254614822,0.254614822,0.254614822,0.159755196,0.034806587,0.098279396,0.363026376,2.347306397
 03/14  02:00:00,0.822030054,0.271276302,0.271276302,0.271276302,0.094854635,0.020666408,0.083869043,0.334251667,2.169500713
 03/14  03:00:00,0.775415079,0.277302,0.277302,0.277302,0.064900553,0.014140175,0.071584066,0.330376285,2.088322158
 03/14  04:00:00,0.768585271,0.282594611,0.282594611,0.282594611,0.064900553,0.014140175,0.064112105,0.325725827,2.085247764
 03/14  05:00:00,0.771256201,0.287729824,0.287729824,0.287729824,0.064900553,0.014140175,0.073952157,0.313421491,2.100860049
 03/14  06:00:00,0.826466166,0.288211933,0.288211933,0.288211933,0.069892901,0.015227882,0.086268255,0.349753194,2.212244197
 03/14  07:00:00,0.972504723,0.279078243,0.279078243,0.279078243,0.109831713,0.023929532,0.138447814,0.404105421,2.486053932
 03/14  08:00:00,1.174219709,0.261422661,0.261422661,0.261422661,0.194701684,0.042420536,0.214170541,0.429392286,2.839172739
 03/14  09:00:00,1.101791803,0.257953485,0.257953485,0.257953485,0.154762864,0.033718885,0.275218193,0.363026376,2.702378576
 03/14  10:00:00,1.010410702,0.250616431,0.250616431,0.250616431,0.079877598,0.017403293,0.336436578,0.308964802,2.504942266
 03/14  11:00:00,1.041298938,0.277273835,0.277273835,0.277273835,0.064900553,0.014140175,0.351641232,0.316231142,2.620033545
 03/14  12:00:00,1.020246588,0.240910313,0.240910313,0.240910313,0.064900553,0.014140175,0.366855521,0.316328027,2.505201803
 03/14  13:00:00,0.964140142,0.19979074,0.19979074,0.19979074,0.064900553,0.014140175,0.357197296,0.310999377,2.310749763
 03/14  14:00:00,0.95241933,0.209769982,0.209769982,0.209769982,0.064900553,0.014140175,0.324743059,0.321753561,2.307266624
 03/14  15:00:00,0.919882767,0.184195361,0.184195361,0.184195361,0.064900553,0.014140175,0.299663708,0.33987097,2.191044256
 03/14  16:00:00,0.959999526,0.184708294,0.184708294,0.184708294,0.07488525,0.016315588,0.308214938,0.358763456,2.27230364
 03/14  17:00:00,1.123833122,0.187857057,0.187857057,0.187857057,0.114824045,0.025017234,0.354668497,0.42435429,2.606268359
 03/14  18:00:00,1.476673202,0.225390623,0.225390623,0.225390623,0.229648089,0.050034467,0.438965379,0.515522643,3.387015649
 03/14  19:00:00,1.737403533,0.191987687,0.191987687,0.191987687,0.444319183,0.096805829,0.397476839,0.559701994,3.811670439
 03/14  20:00:00,1.913493756,0.187701462,0.187701462,0.187701462,0.663982526,0.144664875,0.322310374,0.577722519,4.185278436
 03/14  21:00:00,1.958763904,0.188641227,0.188641227,0.188641227,0.713906009,0.15554193,0.285978888,0.59758385,4.277698262
 03/14  22:00:00,1.795965865,0.195904399,0.195904399,0.195904399,0.599081964,0.130524696,0.26971033,0.583632476,3.966628528
 03/14  23:00:00,1.494776201,0.207456712,0.207456712,0.207456712,0.449311515,0.097893531,0.21794333,0.505059113,3.387353826
 03/14  24:00:00,1.206078832,0.219256968,0.219256968,0.219256968,0.314518061,0.068525472,0.147779361,0.438886971,2.833559601
 03/15  01:00:00,0.904180813,0.231201258,0.231201258,0.231201258,0.159755196,0.034806587,0.098279396,0.363026376,2.253652142
 03/15  02:00:00,0.788384427,0.237630675,0.237630675,0.237630675,0.094854635,0.020666408,0.083869043,0.334251667,2.034918205
 03/15  03:00:00,0.738603893,0.240490814,0.240490814,0.240490814,0.064900553,0.014140175,0.071584066,0.330376285,1.941077414
 03/15  04:00:00,0.729338317,0.243347657,0.243347657,0.243347657,0.064900553,0.014140175,0.064112105,0.325725827,1.928259948
 03/15  05:00:00,0.730471257,0.24694488,0.24694488,0.24694488,0.064900553,0.014140175,0.073952157,0.313421491,1.937720273
 03/15  06:00:00,0.782358801,0.244104568,0.244104568,0.244104568,0.069892901,0.015227882,0.086268255,0.349753194,2.035814737
 03/15  07:00:00,0.930776902,0.237350421,0.237350421,0.237350421,0.109831713,0.023929532,0.138447814,0.404105421,2.319142645
 03/15  08:00:00,1.163335581,0.250538533,0.250538533,0.250538533,0.194701684,0.042420536,0.214170541,0.429392286,2.795636227
 03/15  09:00:00,1.08129459,0.237456272,0.237456272,0.237456272,0.154762864,0.033718885,0.275218193,0.363026376,2.620389724
 03/15  10:00:00,0.996482297,0.236688026,0.236688026,0.236688026,0.079877598,0.017403293,0.336436578,0.308964802,2.449228646
 03/15  11:00:00,1.03885658,0.274831478,0.274831478,0.274831478,0.064900553,0.014140175,0.351641232,0.316231142,2.610264116
 03/15  12:00:00,1.020891292,0.241555016,0.241555016,0.241555016,0.064900553,0.014140175,0.366855521,0.316328027,2.507780616
 03/15  13:00:00,0.989140338,0.224790936,0.224790936,0.224790936,0.064900553,0.014140175,0.357197296,0.310999377,2.410750547
 03/15  14:00:00,0.955363671,0.212714322,0.212714322,0.212714322,0.064900553,0.014140175,0.324743059,0.321753561,2.319043985
 03/15  15:00:00,0.939474626,0.20378722,0.20378722,0.20378722,0.064900553,0.014140175,0.299663708,0.33987097,2.269411692
 03/15  16:00:00,0.969662694,0.194371462,0.194371462,0.194371462,0.07488525,0.016315588,0.308214938,0.358763456,2.310956312
 03/15  17:00:00,1.12098843,0.185012364,0.185012364,0.185012364,0.114824045,0.025017234,0.354668497,0.42435429,2.594889588
 03/15  18:00:00,1.446546202,0.195263623,0.195263623,0.195263623,0.229648089,0.050034467,0.438965379,0.515522643,3.266507649
 03/15  19:00:00,1.71935818,0.173942333,0.173942333,0.173942333,0.444319183,0.096805829,0.397476839,0.559701994,3.739489024
 03/15  20:00:00,1.888683989,0.162891695,0.162891695,0.162891695,0.663982526,0.144664875,0.322310374,0.577722519,4.086039368
 03/15  21:00:00,1.939542711,0.169420034,0.169420034,0.169420034,0.713906009,0.15554193,0.285978888,0.59758385,4.20081349
 03/15  22:00:00,1.767867877,0.167806411,0.167806411,0.167806411,0.599081964,0.130524696,0.26971033,0.583632476,3.854236576
 03/15  23:00:00,1.460486482,0.173166993,0.173166993,0.173166993,0.449311515,0.097893531,0.21794333,0.505059113,3.25019495
 03/15  24:00:00,1.166057752,0.179235887,0.179235887,0.179235887,0.314518061,0.068525472,0.147779361,0.438886971,2.673475278
 03/16  01:00:00,0.858775364,0.18579581,0.18579581,0.18579581,0.159755196,0.034806587,0.098279396,0.363026376,2.072030349
 03/16  02:00:00,0.742222826,0.191469074,0.191469074,0.191469074,0.094854635,0.020666408,0.083869043,0.334251667,1.850271801
 03/16  03:00:00,0.695421664,0.197308585,0.197308585,0.197308585,0.064900553,0.014140175,0.071584066,0.330376285,1.768348498
 03/16  04:00:00,0.683459428,0.197468768,0.197468768,0.197468768,0.064900553,0.014140175,0.064112105,0.325725827,1.744744392
 03/16  05:00:00,0.68317767,0.199651294,0.199651294,0.199651294,0.064900553,0.014140175,0.073952157,0.313421491,1.748545928
 03/16  06:00:00,0.738127545,0.199873312,0.199873312,0.199873312,0.069892901,0.015227882,0.086268255,0.349753194,1.858889713
 03/16  07:00:00,0.896994756,0.203568275,0.203568275,0.203568275,0.109831713,0.023929532,0.138447814,0.404105421,2.184014061
 03/16  08:00:00,1.122788181,0.209991133,0.209991133,0.209991133,0.194701684,0.042420536,0.214170541,0.429392286,2.633446627
 03/16  09:00:00,1.041872455,0.198034137,0.198034137,0.198034137,0.154762864,0.033718885,0.275218193,0.363026376,2.462701184
 03/16  10:00:00,0.955414972,0.195620701,0.195620701,0.195620701,0.079877598,0.017403293,0.336436578,0.308964802,2.284959346
 03/16  11:00:00,0.962072195,0.198047092,0.198047092,0.198047092,0.064900553,0.014140175,0.351641232,0.316231142,2.303126573
 03/16  12:00:00,0.957837205,0.178500929,0.178500929,0.178500929,0.064900553,0.014140175,0.366855521,0.316328027,2.255564268
 03/16  13:00:00,0.915277075,0.150927673,0.150927673,0.150927673,0.064900553,0.014140175,0.357197296,0.310999377,2.115297495
 03/16  14:00:00,0.887067052,0.144417703,0.144417703,0.144417703,0.064900553,0.014140175,0.324743059,0.321753561,2.045857509
 03/16  15:00:00,0.865659917,0.12997251,0.12997251,0.12997251,0.064900553,0.014140175,0.299663708,0.33987097,1.974152853
 03/16  16:00:00,0.90300024,0.127709008,0.127709008,0.127709008,0.07488525,0.016315588,0.308214938,0.358763456,2.044306496
 03/16  17:00:00,1.066892006,0.13091594,0.13091594,0.13091594,0.114824045,0.025017234,0.354668497,0.42435429,2.378503892
 03/16  18:00:00,1.410003701,0.158721122,0.158721122,0.158721122,0.229648089,0.050034467,0.438965379,0.515522643,3.120337645
 03/16  19:00:00,1.682742519,0.137326673,0.137326673,0.137326673,0.444319183,0.096805829,0.397476839,0.559701994,3.593026383
 03/16  20:00:00,1.864009285,0.138216991,0.138216991,0.138216991,0.663982526,0.144664875,0.322310374,0.577722519,3.987340552
 03/16  21:00:00,1.922652994,0.152530317,0.152530317,0.152530317,0.713906009,0.15554193,0.285978888,0.59758385,4.133254622
 03/16  22:00:00,1.761839921,0.161778455,0.161778455,0.161778455,0.599081964,0.130524696,0.26971033,0.583632476,3.830124752
 03/16  23:00:00,1.457919634,0.170600144,0.170600144,0.170600144,0.449311515,0.097893531,0.21794333,0.505059113,3.239927555
 03/16  24:00:00,1.172562859,0.185740994,0.185740994,0.185740994,0.314518061,0.068525472,0.147779361,0.438886971,2.699495706
 03/17  01:00:00,0.871487137,0.198507583,0.198507583,0.198507583,0.159755196,0.034806587,0.098279396,0.363026376,2.122877441
 03/17  02:00:00,0.76186966,0.211115908,0.211115908,0.211115908,0.094854635,0.020666408,0.083869043,0.334251667,1.928859137
 03/17  03:00:00,0.7111533,0.213040221,0.213040221,0.213040221,0.064900553,0.014140175,0.071584066,0.330376285,1.831275042
 03/17  04:00:00,0.700991871,0.215001211,0.215001211,0.215001211,0.064900553,0.014140175,0.064112105,0.325725827,1.814874164
 03/17  05:00:00,0.701245969,0.217719593,0.217719593,0.217719593,0.064900553,0.014140175,0.073952157,0.313421491,1.820819124
 03/17  06:00:00,0.755696532,0.217442299,0.217442299,0.217442299,0.069892901,0.015227882,0.086268255,0.349753194,1.929165661
 03/17  07:00:00,0.907650886,0.214224406,0.214224406,0.214224406,0.109831713,0.023929532,0.138447814,0.404105421,2.226638584
 03/17  08:00:00,1.126473601,0.213676552,0.213676552,0.213676552,0.194701684,0.042420536,0.214170541,0.429392286,2.648188304
 03/17  09:00:00,1.05910769,0.215269371,0.215269371,0.215269371,0.154762864,0.033718885,0.275218193,0.363026376,2.531642121
 03/17  10:00:00,0.955943651,0.196149379,0.196149379,0.196149379,0.079877598,0.017403293,0.336436578,0.308964802,2.287074059
 03/17  11:00:00,0.971849551,0.207824449,0.207824449,0.207824449,0.064900553,0.014140175,0.351641232,0.316231142,2.342236
 03/17  12:00:00,0.937281584,0.157945308,0.157945308,0.157945308,0.064900553,0.014140175,0.366855521,0.316328027,2.173341784
 03/17  13:00:00,0.901470317,0.137120915,0.137120915,0.137120915,0.064900553,0.014140175,0.357197296,0.310999377,2.060070463
 03/17  14:00:00,0.856528316,0.113878967,0.113878967,0.113878967,0.064900553,0.014140175,0.324743059,0.321753561,1.923702565
