Date/Time,Electricity:Facility [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Total:Electricity(kW)
 10/14  14:00:00,0.935010573,0.127338944,0.127338944,0.127338944,0.10367836,0.022588873,0.336164252,0.328128143,2.107587033
 10/14  15:00:00,0.96168911,0.1211136,0.1211136,0.1211136,0.109135134,0.023777747,0.344182752,0.346367877,2.14849342
 10/14  16:00:00,1.103435446,0.116880015,0.116880015,0.116880015,0.136418834,0.029722188,0.393609916,0.409692493,2.423518922
 10/14  17:00:00,1.41257881,0.141300667,0.141300667,0.141300667,0.223726957,0.048744404,0.483983879,0.497710904,3.090646955
 10/14  18:00:00,1.632637589,0.109869395,0.109869395,0.109869395,0.409256585,0.089166582,0.436869206,0.540363821,3.437901968
 10/14  19:00:00,1.817760687,0.104096842,0.104096842,0.104096842,0.643897005,0.140288752,0.354604366,0.557761721,3.826603057
 10/14  20:00:00,1.878773814,0.104823413,0.104823413,0.104823413,0.709378119,0.154555418,0.315968038,0.576936826,3.950082454
 10/14  21:00:00,1.718582429,0.114376121,0.114376121,0.114376121,0.594786295,0.129588761,0.299251766,0.563467484,3.648805098
 10/14  22:00:00,1.40806327,0.119019728,0.119019728,0.119019728,0.447453915,0.097488789,0.239379941,0.487608897,3.037053996
 10/14  23:00:00,1.104859124,0.128833034,0.128833034,0.128833034,0.311034998,0.067766601,0.156389433,0.423723058,2.450272316
 10/14  24:00:00,0.796800903,0.138724061,0.138724061,0.138724061,0.158245844,0.034477737,0.097757751,0.35048351,1.853937928
 10/15  01:00:00,0.685333105,0.145002555,0.145002555,0.145002555,0.098221587,0.021399981,0.08089399,0.322702991,1.643559319
 10/15  02:00:00,0.629478523,0.146670757,0.146670757,0.146670757,0.065481055,0.014266654,0.06698655,0.318961507,1.53518656
 10/15  03:00:00,0.618915995,0.14908816,0.14908816,0.14908816,0.065481055,0.014266654,0.058496399,0.314471727,1.51889631
 10/15  04:00:00,0.623397457,0.153730285,0.153730285,0.153730285,0.065481055,0.014266654,0.070214948,0.302592515,1.537143484
 10/15  05:00:00,0.676631048,0.151043563,0.151043563,0.151043563,0.070937812,0.015455542,0.084413205,0.337668927,1.638237223
 10/15  06:00:00,0.874557042,0.143203567,0.143203567,0.143203567,0.147332381,0.032099972,0.144665883,0.39014324,2.018409219
 10/15  07:00:00,1.200192499,0.155203173,0.155203173,0.155203173,0.300121534,0.065388817,0.232810552,0.414556423,2.678679344
 10/15  08:00:00,1.144015493,0.145363975,0.145363975,0.145363975,0.267380978,0.058255502,0.305419527,0.35048351,2.561646935
 10/15  09:00:00,0.999460671,0.145171039,0.145171039,0.145171039,0.130962144,0.028533314,0.379392366,0.298289809,2.272151421
 10/15  10:00:00,1.026139575,0.17741914,0.17741914,0.17741914,0.10367836,0.022588873,0.40003611,0.305305091,2.390005429
 10/15  11:00:00,1.010173478,0.143658151,0.143658151,0.143658151,0.10367836,0.022588873,0.417737466,0.305398628,2.290551258
 10/15  12:00:00,0.977970599,0.130420634,0.130420634,0.130420634,0.10367836,0.022588873,0.403916643,0.300254088,2.199670465
 10/15  13:00:00,0.939952119,0.120068699,0.120068699,0.120068699,0.10367836,0.022588873,0.365867481,0.310636706,2.102929636
 10/15  14:00:00,0.903301401,0.095629772,0.095629772,0.095629772,0.10367836,0.022588873,0.336164252,0.328128143,1.980750345
 10/15  15:00:00,0.934789322,0.094213812,0.094213812,0.094213812,0.109135134,0.023777747,0.344182752,0.346367877,2.040894268
 10/15  16:00:00,1.077197081,0.09064165,0.09064165,0.09064165,0.136418834,0.029722188,0.393609916,0.409692493,2.318565462
 10/15  17:00:00,1.381134422,0.109856279,0.109856279,0.109856279,0.223726957,0.048744404,0.483983879,0.497710904,2.964869403
 10/15  18:00:00,1.611633408,0.088865214,0.088865214,0.088865214,0.409256585,0.089166582,0.436869206,0.540363821,3.353885244
 10/15  19:00:00,1.802179613,0.088515768,0.088515768,0.088515768,0.643897005,0.140288752,0.354604366,0.557761721,3.764278761
 10/15  20:00:00,1.870379312,0.096428911,0.096428911,0.096428911,0.709378119,0.154555418,0.315968038,0.576936826,3.916504446
 10/15  21:00:00,1.698536361,0.094330054,0.094330054,0.094330054,0.594786295,0.129588761,0.299251766,0.563467484,3.568620829
 10/15  22:00:00,1.391567559,0.102524017,0.102524017,0.102524017,0.447453915,0.097488789,0.239379941,0.487608897,2.971071152
 10/15  23:00:00,1.085251071,0.10922498,0.10922498,0.10922498,0.311034998,0.067766601,0.156389433,0.423723058,2.371840101
 10/15  24:00:00,0.771919659,0.113842817,0.113842817,0.113842817,0.158245844,0.034477737,0.097757751,0.35048351,1.754412952
 10/16  01:00:00,0.653852245,0.117468719,0.117468719,0.117468719,0.098221587,0.021399981,0.076946966,0.322702991,1.525529927
 10/16  02:00:00,0.599700826,0.119504298,0.119504298,0.119504298,0.065481055,0.014266654,0.064375311,0.318961507,1.421298247
 10/16  03:00:00,0.587883816,0.119421385,0.119421385,0.119421385,0.065481055,0.014266654,0.057130995,0.314471727,1.397498402
 10/16  04:00:00,0.59342171,0.126425694,0.126425694,0.126425694,0.065481055,0.014266654,0.067543792,0.302592515,1.422582808
 10/16  05:00:00,0.652763219,0.131272426,0.131272426,0.131272426,0.070937812,0.015455542,0.080316512,0.337668927,1.55095929
 10/16  06:00:00,0.864687364,0.143959401,0.143959401,0.143959401,0.147332381,0.032099972,0.134040371,0.39014324,2.000181531
 10/16  07:00:00,1.156842269,0.133014304,0.133014304,0.133014304,0.300121534,0.065388817,0.21164919,0.414556423,2.547601145
 10/16  08:00:00,1.101834435,0.135620219,0.135620219,0.135620219,0.267380978,0.058255502,0.272982227,0.35048351,2.457797309
 10/16  09:00:00,0.947330978,0.138072404,0.138072404,0.138072404,0.130962144,0.028533314,0.334361307,0.298289809,2.153694764
 10/16  10:00:00,0.934416441,0.136612235,0.136612235,0.136612235,0.10367836,0.022588873,0.349119881,0.305305091,2.124945351
 10/16  11:00:00,0.951482098,0.13745553,0.13745553,0.13745553,0.10367836,0.022588873,0.365248706,0.305398628,2.160763255
 10/16  12:00:00,0.934342545,0.134603087,0.134603087,0.134603087,0.10367836,0.022588873,0.356106137,0.300254088,2.120779264
 10/16  13:00:00,0.908665415,0.132370027,0.132370027,0.132370027,0.10367836,0.022588873,0.322279448,0.310636706,2.064958883
 10/16  14:00:00,0.901271682,0.132725626,0.132725626,0.132725626,0.10367836,0.022588873,0.29703868,0.328128143,2.050882616
 10/16  15:00:00,0.923623907,0.12010737,0.12010737,0.12010737,0.109135134,0.023777747,0.307123779,0.346367877,2.070350554
 10/16  16:00:00,1.065070795,0.114433283,0.114433283,0.114433283,0.136418834,0.029722188,0.357691996,0.409692493,2.341896155
 10/16  17:00:00,1.366357493,0.13043128,0.13043128,0.13043128,0.223726957,0.048744404,0.448631948,0.497710904,2.976465546
 10/16  18:00:00,1.616391465,0.127933586,0.127933586,0.127933586,0.409256585,0.089166582,0.402558891,0.540363821,3.441538102
 10/16  19:00:00,1.78275246,0.103333369,0.103333369,0.103333369,0.643897005,0.140288752,0.320359612,0.557761721,3.755059657
 10/16  20:00:00,1.831398997,0.092303966,0.092303966,0.092303966,0.709378119,0.154555418,0.281112667,0.576936826,3.830293925
 10/16  21:00:00,1.665652774,0.097053325,0.097053325,0.097053325,0.594786295,0.129588761,0.263644909,0.563467484,3.508300198
 10/16  22:00:00,1.362987944,0.102237614,0.102237614,0.102237614,0.447453915,0.097488789,0.211086729,0.487608897,2.913339116
 10/16  23:00:00,1.075272719,0.114781474,0.114781474,0.114781474,0.311034998,0.067766601,0.140854588,0.423723058,2.362996386
 10/16  24:00:00,0.771820387,0.120317227,0.120317227,0.120317227,0.158245844,0.034477737,0.091184068,0.35048351,1.767163227
 10/17  01:00:00,0.653945776,0.11756225,0.11756225,0.11756225,0.098221587,0.021399981,0.076946966,0.322702991,1.525904051
 10/17  02:00:00,0.607128567,0.12693204,0.12693204,0.12693204,0.065481055,0.014266654,0.064375311,0.318961507,1.451009214
 10/17  03:00:00,0.594833336,0.126370906,0.126370906,0.126370906,0.065481055,0.014266654,0.057130995,0.314471727,1.425296485
 10/17  04:00:00,0.594959952,0.127963936,0.127963936,0.127963936,0.065481055,0.014266654,0.067543792,0.302592515,1.428735776
 10/17  05:00:00,0.647666165,0.126175372,0.126175372,0.126175372,0.070937812,0.015455542,0.080316512,0.337668927,1.530571074
 10/17  06:00:00,0.840398796,0.119670833,0.119670833,0.119670833,0.147332381,0.032099972,0.134040371,0.39014324,1.903027259
 10/17  07:00:00,1.143861772,0.120033808,0.120033808,0.120033808,0.300121534,0.065388817,0.21164919,0.414556423,2.49567916
 10/17  08:00:00,1.070428822,0.104214605,0.104214605,0.104214605,0.267380978,0.058255502,0.272982227,0.35048351,2.332174854
 10/17  09:00:00,0.917786157,0.108527583,0.108527583,0.108527583,0.130962144,0.028533314,0.334361307,0.298289809,2.03551548
 10/17  10:00:00,0.928423155,0.130618949,0.130618949,0.130618949,0.10367836,0.022588873,0.349119881,0.305305091,2.100972207
 10/17  11:00:00,0.921748151,0.107721583,0.107721583,0.107721583,0.10367836,0.022588873,0.365248706,0.305398628,2.041827467
 10/17  12:00:00,0.902669376,0.102929917,0.102929917,0.102929917,0.10367836,0.022588873,0.356106137,0.300254088,1.994086585
 10/17  13:00:00,0.872947133,0.096651746,0.096651746,0.096651746,0.10367836,0.022588873,0.322279448,0.310636706,1.922085758
 10/17  14:00:00,0.862525809,0.093979752,0.093979752,0.093979752,0.10367836,0.022588873,0.29703868,0.328128143,1.895899121
 10/17  15:00:00,0.895590558,0.092074021,0.092074021,0.092074021,0.109135134,0.023777747,0.307123779,0.346367877,1.958217158
 10/17  16:00:00,1.041160868,0.090523356,0.090523356,0.090523356,0.136418834,0.029722188,0.357691996,0.409692493,2.246256447
 10/17  17:00:00,1.321089319,0.085163106,0.085163106,0.085163106,0.223726957,0.048744404,0.448631948,0.497710904,2.79539285
 10/17  18:00:00,1.567802182,0.079344304,0.079344304,0.079344304,0.409256585,0.089166582,0.402558891,0.540363821,3.247180973
 10/17  19:00:00,1.754373102,0.074954011,0.074954011,0.074954011,0.643897005,0.140288752,0.320359612,0.557761721,3.641542225
 10/17  20:00:00,1.809613663,0.070518632,0.070518632,0.070518632,0.709378119,0.154555418,0.281112667,0.576936826,3.743152589
 10/17  21:00:00,1.643584073,0.074984623,0.074984623,0.074984623,0.594786295,0.129588761,0.263644909,0.563467484,3.420025391
 10/17  22:00:00,1.341576565,0.080826235,0.080826235,0.080826235,0.447453915,0.097488789,0.211086729,0.487608897,2.8276936
 10/17  23:00:00,1.05297711,0.092485865,0.092485865,0.092485865,0.311034998,0.067766601,0.140854588,0.423723058,2.27381395
 10/17  24:00:00,0.751205159,0.099702,0.099702,0.099702,0.158245844,0.034477737,0.091184068,0.35048351,1.684702318
 10/18  01:00:00,0.641246228,0.104862702,0.104862702,0.104862702,0.098221587,0.021399981,0.076946966,0.322702991,1.475105859
 10/18  02:00:00,0.587914828,0.1077183,0.1077183,0.1077183,0.065481055,0.014266654,0.064375311,0.318961507,1.374154255
 10/18  03:00:00,0.577749339,0.109286909,0.109286909,0.109286909,0.065481055,0.014266654,0.057130995,0.314471727,1.356960497
 10/18  04:00:00,0.578079788,0.111083772,0.111083772,0.111083772,0.065481055,0.014266654,0.067543792,0.302592515,1.36121512
 10/18  05:00:00,0.633379349,0.111888556,0.111888556,0.111888556,0.070937812,0.015455542,0.080316512,0.337668927,1.47342381
 10/18  06:00:00,0.843666484,0.12293852,0.12293852,0.12293852,0.147332381,0.032099972,0.134040371,0.39014324,1.916098008
 10/18  07:00:00,1.135081707,0.111253742,0.111253742,0.111253742,0.300121534,0.065388817,0.21164919,0.414556423,2.460558897
 10/18  08:00:00,1.082217497,0.11600328,0.11600328,0.11600328,0.267380978,0.058255502,0.272982227,0.35048351,2.379329554
 10/18  09:00:00,0.931198995,0.121940421,0.121940421,0.121940421,0.130962144,0.028533314,0.334361307,0.298289809,2.089166832
 10/18  10:00:00,0.921661973,0.123857767,0.123857767,0.123857767,0.10367836,0.022588873,0.349119881,0.305305091,2.073927479
 10/18  11:00:00,0.930080578,0.11605401,0.11605401,0.11605401,0.10367836,0.022588873,0.365248706,0.305398628,2.075157175
 10/18  12:00:00,0.901505805,0.101766346,0.101766346,0.101766346,0.10367836,0.022588873,0.356106137,0.300254088,1.989432301
 10/18  13:00:00,0.877237193,0.100941805,0.100941805,0.100941805,0.10367836,0.022588873,0.322279448,0.310636706,1.939245995
 10/18  14:00:00,0.866451567,0.09790551,0.09790551,0.09790551,0.10367836,0.022588873,0.29703868,0.328128143,1.911602153
 10/18  15:00:00,0.896530487,0.093013949,0.093013949,0.093013949,0.109135134,0.023777747,0.307123779,0.346367877,1.961976871
 10/18  16:00:00,1.035060559,0.084423047,0.084423047,0.084423047,0.136418834,0.029722188,0.357691996,0.409692493,2.221855211
 10/18  17:00:00,1.315133808,0.079207595,0.079207595,0.079207595,0.223726957,0.048744404,0.448631948,0.497710904,2.771570806
 10/18  18:00:00,1.571362149,0.08290427,0.08290427,0.08290427,0.409256585,0.089166582,0.402558891,0.540363821,3.261420838
 10/18  19:00:00,1.765392219,0.085973129,0.085973129,0.085973129,0.643897005,0.140288752,0.320359612,0.557761721,3.685618696
 10/18  20:00:00,1.828120116,0.089025085,0.089025085,0.089025085,0.709378119,0.154555418,0.281112667,0.576936826,3.817178401
 10/18  21:00:00,1.665847573,0.097248123,0.097248123,0.097248123,0.594786295,0.129588761,0.263644909,0.563467484,3.509079391
 10/18  22:00:00,1.369623171,0.108872841,0.108872841,0.108872841,0.447453915,0.097488789,0.211086729,0.487608897,2.939880024
 10/18  23:00:00,1.081805552,0.121314306,0.121314306,0.121314306,0.311034998,0.067766601,0.140854588,0.423723058,2.389127715
 10/18  24:00:00,0.784070662,0.132567503,0.132567503,0.132567503,0.158245844,0.034477737,0.091184068,0.35048351,1.81616433
 10/19  01:00:00,0.675119292,0.138735766,0.138735766,0.138735766,0.098221587,0.021399981,0.076946966,0.322702991,1.610598115
 10/19  02:00:00,0.623330366,0.143133838,0.143133838,0.143133838,0.065481055,0.014266654,0.064375311,0.318961507,1.515816407
 10/19  03:00:00,0.6160205,0.14755807,0.14755807,0.14755807,0.065481055,0.014266654,0.057130995,0.314471727,1.510045141
 10/19  04:00:00,0.617532473,0.150536456,0.150536456,0.150536456,0.065481055,0.014266654,0.067543792,0.302592515,1.519025857
 10/19  05:00:00,0.671484597,0.149993804,0.149993804,0.149993804,0.070937812,0.015455542,0.080316512,0.337668927,1.625844802
 10/19  06:00:00,0.865306394,0.144578431,0.144578431,0.144578431,0.147332381,0.032099972,0.134040371,0.39014324,2.002657651
 10/19  07:00:00,1.179258929,0.155430965,0.155430965,0.155430965,0.300121534,0.065388817,0.21164919,0.414556423,2.637267788
 10/19  08:00:00,1.11173842,0.145524204,0.145524204,0.145524204,0.267380978,0.058255502,0.272982227,0.35048351,2.497413249
 10/19  09:00:00,0.956297777,0.147039203,0.147039203,0.147039203,0.130962144,0.028533314,0.334361307,0.298289809,2.18956196
 10/19  10:00:00,0.945076482,0.147272276,0.147272276,0.147272276,0.10367836,0.022588873,0.349119881,0.305305091,2.167585515
 10/19  11:00:00,0.958570174,0.144543606,0.144543606,0.144543606,0.10367836,0.022588873,0.365248706,0.305398628,2.189115559
 10/19  12:00:00,0.942727614,0.142988155,0.142988155,0.142988155,0.10367836,0.022588873,0.356106137,0.300254088,2.154319537
 10/19  13:00:00,0.912031234,0.135735847,0.135735847,0.135735847,0.10367836,0.022588873,0.322279448,0.310636706,2.078422162
 10/19  14:00:00,0.900352788,0.131806731,0.131806731,0.131806731,0.10367836,0.022588873,0.29703868,0.328128143,2.047207037
 10/19  15:00:00,0.93054358,0.127027043,0.127027043,0.127027043,0.109135134,0.023777747,0.307123779,0.346367877,2.098029246
 10/19  16:00:00,1.069689507,0.119051995,0.119051995,0.119051995,0.136418834,0.029722188,0.357691996,0.409692493,2.360371003
 10/19  17:00:00,1.34802432,0.112098107,0.112098107,0.112098107,0.223726957,0.048744404,0.448631948,0.497710904,2.903132854
 10/19  18:00:00,1.594011161,0.105553282,0.105553282,0.105553282,0.409256585,0.089166582,0.402558891,0.540363821,3.352016886
 10/19  19:00:00,1.777960081,0.098540991,0.098540991,0.098540991,0.643897005,0.140288752,0.320359612,0.557761721,3.735890144
 10/19  20:00:00,1.837587594,0.098492563,0.098492563,0.098492563,0.709378119,0.154555418,0.281112667,0.576936826,3.855048313
 10/19  21:00:00,1.669378465,0.100779016,0.100779016,0.100779016,0.594786295,0.129588761,0.263644909,0.563467484,3.523202962
 10/19  22:00:00,1.367326886,0.106576556,0.106576556,0.106576556,0.447453915,0.097488789,0.211086729,0.487608897,2.930694884
 10/19  23:00:00,1.074840005,0.11434876,0.11434876,0.11434876,0.311034998,0.067766601,0.140854588,0.423723058,2.36126553
 10/19  24:00:00,0.773821572,0.122318413,0.122318413,0.122318413,0.158245844,0.034477737,0.091184068,0.35048351,1.77516797
 10/20  01:00:00,0.664637877,0.128254351,0.128254351,0.128254351,0.098221587,0.021399981,0.076946966,0.322702991,1.568672455
 10/20  02:00:00,0.612178188,0.13198166,0.13198166,0.13198166,0.065481055,0.014266654,0.064375311,0.318961507,1.471207695
 10/20  03:00:00,0.602608693,0.134146262,0.134146262,0.134146262,0.065481055,0.014266654,0.057130995,0.314471727,1.45639791
 10/20  04:00:00,0.601929993,0.134933977,0.134933977,0.134933977,0.065481055,0.014266654,0.067543792,0.302592515,1.45661594
 10/20  05:00:00,0.654565727,0.133074934,0.133074934,0.133074934,0.070937812,0.015455542,0.080316512,0.337668927,1.558169322
 10/20  06:00:00,0.848347842,0.127619879,0.127619879,0.127619879,0.147332381,0.032099972,0.134040371,0.39014324,1.934823443
 10/20  07:00:00,1.162132236,0.138304272,0.138304272,0.138304272,0.300121534,0.065388817,0.21164919,0.414556423,2.568761016
 10/20  08:00:00,1.098321627,0.132107411,0.132107411,0.132107411,0.267380978,0.058255502,0.272982227,0.35048351,2.443746077
 10/20  09:00:00,0.941782149,0.132523575,0.132523575,0.132523575,0.130962144,0.028533314,0.334361307,0.298289809,2.131499448
 10/20  10:00:00,0.931376819,0.133572614,0.133572614,0.133572614,0.10367836,0.022588873,0.349119881,0.305305091,2.112786866
 10/20  11:00:00,0.943914606,0.129888038,0.129888038,0.129888038,0.10367836,0.022588873,0.365248706,0.305398628,2.130493287
 10/20  12:00:00,0.927719398,0.12797994,0.12797994,0.12797994,0.10367836,0.022588873,0.356106137,0.300254088,2.094286676
 10/20  13:00:00,0.896942843,0.120647456,0.120647456,0.120647456,0.10367836,0.022588873,0.322279448,0.310636706,2.018068598
 10/20  14:00:00,0.884621473,0.116075416,0.116075416,0.116075416,0.10367836,0.022588873,0.29703868,0.328128143,1.984281777
 10/20  15:00:00,0.911066199,0.107549662,0.107549662,0.107549662,0.109135134,0.023777747,0.307123779,0.346367877,2.020119722
 10/20  16:00:00,1.058706953,0.108069442,0.108069442,0.108069442,0.136418834,0.029722188,0.357691996,0.409692493,2.31644079
 10/20  17:00:00,1.336331144,0.100404931,0.100404931,0.100404931,0.223726957,0.048744404,0.448631948,0.497710904,2.85636015
 10/20  18:00:00,1.581932186,0.093474308,0.093474308,0.093474308,0.409256585,0.089166582,0.402558891,0.540363821,3.303700989
 10/20  19:00:00,1.769861824,0.090442734,0.090442734,0.090442734,0.643897005,0.140288752,0.320359612,0.557761721,3.703497116
 10/20  20:00:00,1.827915242,0.088820211,0.088820211,0.088820211,0.709378119,0.154555418,0.281112667,0.576936826,3.816358905
 10/20  21:00:00,1.65746436,0.088864911,0.088864911,0.088864911,0.594786295,0.129588761,0.263644909,0.563467484,3.475546542
 10/20  22:00:00,1.356981958,0.096231628,0.096231628,0.096231628,0.447453915,0.097488789,0.211086729,0.487608897,2.889315172
 10/20  23:00:00,1.066682283,0.106191038,0.106191038,0.106191038,0.311034998,0.067766601,0.140854588,0.423723058,2.328634642
 10/20  24:00:00,0.770370552,0.118867393,0.118867393,0.118867393,0.158245844,0.034477737,0.091184068,0.35048351,1.76136389
 10/21  01:00:00,0.663946463,0.123615913,0.123615913,0.123615913,0.098221587,0.021399981,0.08089399,0.322702991,1.558012751
 10/21  02:00:00,0.606786649,0.123978883,0.123978883,0.123978883,0.065481055,0.014266654,0.06698655,0.318961507,1.444419064
 10/21  03:00:00,0.59716094,0.127333106,0.127333106,0.127333106,0.065481055,0.014266654,0.058496399,0.314471727,1.431876093
 10/21  04:00:00,0.600290554,0.130623382,0.130623382,0.130623382,0.065481055,0.014266654,0.070214948,0.302592515,1.444715872
 10/21  05:00:00,0.657724179,0.132136694,0.132136694,0.132136694,0.070937812,0.015455542,0.084413205,0.337668927,1.562609747
 10/21  06:00:00,0.855564056,0.12421058,0.12421058,0.12421058,0.147332381,0.032099972,0.144665883,0.39014324,1.942437272
 10/21  07:00:00,1.181874646,0.136885319,0.136885319,0.136885319,0.300121534,0.065388817,0.232810552,0.414556423,2.605407929
 10/21  08:00:00,1.126526074,0.127874557,0.127874557,0.127874557,0.267380978,0.058255502,0.305419527,0.35048351,2.491689262
 10/21  09:00:00,0.981849684,0.127560052,0.127560052,0.127560052,0.130962144,0.028533314,0.379392366,0.298289809,2.201707473
 10/21  10:00:00,1.006984816,0.158264381,0.158264381,0.158264381,0.10367836,0.022588873,0.40003611,0.305305091,2.313386393
 10/21  11:00:00,0.997541253,0.131025926,0.131025926,0.131025926,0.10367836,0.022588873,0.417737466,0.305398628,2.240022358
 10/21  12:00:00,0.970495987,0.122946022,0.122946022,0.122946022,0.10367836,0.022588873,0.403916643,0.300254088,2.169772017
 10/21  13:00:00,0.934372909,0.114489489,0.114489489,0.114489489,0.10367836,0.022588873,0.365867481,0.310636706,2.080612796
 10/21  14:00:00,0.919808709,0.112137079,0.112137079,0.112137079,0.10367836,0.022588873,0.336164252,0.328128143,2.046779574
 10/21  15:00:00,0.950143284,0.109567774,0.109567774,0.109567774,0.109135134,0.023777747,0.344182752,0.346367877,2.102310116
 10/21  16:00:00,1.089915971,0.10336054,0.10336054,0.10336054,0.136418834,0.029722188,0.393609916,0.409692493,2.369441022
 10/21  17:00:00,1.366531451,0.095253308,0.095253308,0.095253308,0.223726957,0.048744404,0.483983879,0.497710904,2.906457519
 10/21  18:00:00,1.614945331,0.092177137,0.092177137,0.092177137,0.409256585,0.089166582,0.436869206,0.540363821,3.367132936
 10/21  19:00:00,1.801581414,0.087917569,0.087917569,0.087917569,0.643897005,0.140288752,0.354604366,0.557761721,3.761885965
 10/21  20:00:00,1.862233674,0.088283272,0.088283272,0.088283272,0.709378119,0.154555418,0.315968038,0.576936826,3.883921891
 10/21  21:00:00,1.695334615,0.091128307,0.091128307,0.091128307,0.594786295,0.129588761,0.299251766,0.563467484,3.555813842
 10/21  22:00:00,1.387302628,0.098259086,0.098259086,0.098259086,0.447453915,0.097488789,0.239379941,0.487608897,2.954011428
 10/21  23:00:00,1.083181292,0.107155202,0.107155202,0.107155202,0.311034998,0.067766601,0.156389433,0.423723058,2.363560988
 10/21  24:00:00,0.776422541,0.118345699,0.118345699,0.118345699,0.158245844,0.034477737,0.097757751,0.35048351,1.77242448
 10/22  01:00:00,0.669689043,0.129358492,0.129358492,0.129358492,0.098221587,0.021399981,0.08089399,0.322702991,1.580983068
 10/22  02:00:00,0.618775521,0.135967755,0.135967755,0.135967755,0.065481055,0.014266654,0.06698655,0.318961507,1.492374552
 10/22  03:00:00,0.608724182,0.138896347,0.138896347,0.138896347,0.065481055,0.014266654,0.058496399,0.314471727,1.478129058
 10/22  04:00:00,0.618030028,0.148362856,0.148362856,0.148362856,0.065481055,0.014266654,0.070214948,0.302592515,1.515673768
 10/22  05:00:00,0.675474644,0.149887159,0.149887159,0.149887159,0.070937812,0.015455542,0.084413205,0.337668927,1.633611607
 10/22  06:00:00,0.875703949,0.144350474,0.144350474,0.144350474,0.147332381,0.032099972,0.144665883,0.39014324,2.022996847
 10/22  07:00:00,1.204482147,0.159492821,0.159492821,0.159492821,0.300121534,0.065388817,0.232810552,0.414556423,2.695837936
 10/22  08:00:00,1.146991617,0.148340099,0.148340099,0.148340099,0.267380978,0.058255502,0.305419527,0.35048351,2.573551431
 10/22  09:00:00,1.004912043,0.150622411,0.150622411,0.150622411,0.130962144,0.028533314,0.379392366,0.298289809,2.293956909
 10/22  10:00:00,1.000849145,0.15212871,0.15212871,0.15212871,0.10367836,0.022588873,0.40003611,0.305305091,2.288843709
 10/22  11:00:00,1.01723435,0.150719022,0.150719022,0.150719022,0.10367836,0.022588873,0.417737466,0.305398628,2.318794743
 10/22  12:00:00,0.996473615,0.14892365,0.14892365,0.14892365,0.10367836,0.022588873,0.403916643,0.300254088,2.273682529
 10/22  13:00:00,0.963185702,0.143302282,0.143302282,0.143302282,0.10367836,0.022588873,0.365867481,0.310636706,2.195863968
 10/22  14:00:00,0.946963761,0.139292132,0.139292132,0.139292132,0.10367836,0.022588873,0.336164252,0.328128143,2.155399785
 10/22  15:00:00,0.976250275,0.135674765,0.135674765,0.135674765,0.109135134,0.023777747,0.344182752,0.346367877,2.20673808
 10/22  16:00:00,1.114649448,0.128094017,0.128094017,0.128094017,0.136418834,0.029722188,0.393609916,0.409692493,2.46837493
 10/22  17:00:00,1.427612122,0.156333979,0.156333979,0.156333979,0.223726957,0.048744404,0.483983879,0.497710904,3.150780203
 10/22  18:00:00,1.647140622,0.124372428,0.124372428,0.124372428,0.409256585,0.089166582,0.436869206,0.540363821,3.4959141
 10/22  19:00:00,1.83014585,0.116482006,0.116482006,0.116482006,0.643897005,0.140288752,0.354604366,0.557761721,3.876143712
 10/22  20:00:00,1.886237372,0.112286971,0.112286971,0.112286971,0.709378119,0.154555418,0.315968038,0.576936826,3.979936686
 10/22  21:00:00,1.719676869,0.115470562,0.115470562,0.115470562,0.594786295,0.129588761,0.299251766,0.563467484,3.653182861
 10/22  22:00:00,1.409719443,0.120675901,0.120675901,0.120675901,0.447453915,0.097488789,0.239379941,0.487608897,3.043678688
 10/22  23:00:00,1.10512063,0.129094539,0.129094539,0.129094539,0.311034998,0.067766601,0.156389433,0.423723058,2.451318337
 10/22  24:00:00,0.797986887,0.139910045,0.139910045,0.139910045,0.158245844,0.034477737,0.097757751,0.35048351,1.858681864
 10/23  01:00:00,0.681091834,0.144708308,0.144708308,0.144708308,0.098221587,0.021399981,0.076946966,0.322702991,1.634488283
 10/23  02:00:00,0.628486565,0.148290037,0.148290037,0.148290037,0.065481055,0.014266654,0.064375311,0.318961507,1.536441203
 10/23  03:00:00,0.619342125,0.150879695,0.150879695,0.150879695,0.065481055,0.014266654,0.057130995,0.314471727,1.523331641
 10/23  04:00:00,0.618939487,0.151943471,0.151943471,0.151943471,0.065481055,0.014266654,0.067543792,0.302592515,1.524653916
 10/23  05:00:00,0.672783279,0.151292486,0.151292486,0.151292486,0.070937812,0.015455542,0.080316512,0.337668927,1.63103953
 10/23  06:00:00,0.869888539,0.149160576,0.149160576,0.149160576,0.147332381,0.032099972,0.134040371,0.39014324,2.020986231
 10/23  07:00:00,1.172756799,0.148928835,0.148928835,0.148928835,0.300121534,0.065388817,0.21164919,0.414556423,2.611259268
 10/23  08:00:00,1.121860664,0.155646448,0.155646448,0.155646448,0.267380978,0.058255502,0.272982227,0.35048351,2.537902225
 10/23  09:00:00,0.973277276,0.164018702,0.164018702,0.164018702,0.130962144,0.028533314,0.334361307,0.298289809,2.257479956
